user_id,tenant_id,role,registered_at,last_seen_at,is_active
usr_ten_006_01,ten_006,member,2023-12-14,2024-06-24,True
usr_ten_006_02,ten_006,read-only,2023-11-26,2024-06-28,True
usr_ten_006_03,ten_006,member,2023-12-07,2024-05-23,False
usr_ten_007_01,ten_007,admin,2023-10-23,2024-06-03,True
usr_ten_007_02,ten_007,member,2023-10-16,2024-06-08,True
usr_ten_007_03,ten_007,member,2023-10-16,2024-06-13,True
usr_ten_007_04,ten_007,admin,2023-10-09,2024-06-26,True
usr_ten_007_05,ten_007,read-only,2023-10-16,2024-05-21,False
usr_ten_007_06,ten_007,member,2023-10-05,2024-06-19,True
usr_ten_008_01,ten_008,member,2023-06-10,2024-05-29,False
usr_ten_008_02,ten_008,read-only,2023-07-02,2024-05-29,False
usr_ten_008_03,ten_008,member,2023-06-21,2024-05-22,False
usr_ten_008_04,ten_008,read-only,2023-07-04,2024-06-29,True
usr_ten_008_05,ten_008,member,2023-07-01,2024-06-12,True
usr_ten_008_06,ten_008,member,2023-07-08,2024-05-20,False
usr_ten_008_07,ten_008,member,2023-06-12,2024-05-17,False
usr_ten_008_08,ten_008,admin,2023-06-18,2024-05-18,False
usr_ten_008_09,ten_008,member,2023-06-09,2024-05-27,False
usr_ten_009_01,ten_009,read-only,2023-02-08,2024-06-21,True
usr_ten_009_02,ten_009,member,2023-03-07,2024-06-01,True
usr_ten_009_03,ten_009,member,2023-02-20,2024-06-25,True
usr_ten_010_01,ten_010,member,2023-09-29,2024-06-09,True
usr_ten_010_02,ten_010,member,2023-10-16,2024-05-16,False
usr_ten_010_03,ten_010,member,2023-10-18,2024-05-20,False
usr_ten_010_04,ten_010,member,2023-10-17,2024-05-18,False
usr_ten_010_05,ten_010,read-only,2023-10-01,2024-06-07,True
usr_ten_010_06,ten_010,member,2023-10-02,2024-06-03,True
usr_ten_010_07,ten_010,admin,2023-10-08,2024-06-23,True
usr_ten_010_08,ten_010,member,2023-10-23,2024-06-13,True
usr_ten_010_09,ten_010,admin,2023-10-25,2024-06-27,True
usr_ten_010_10,ten_010,member,2023-10-04,2024-06-19,True
usr_ten_010_11,ten_010,member,2023-10-22,2024-06-10,True
usr_ten_010_12,ten_010,member,2023-10-26,2024-06-19,True
usr_ten_010_13,ten_010,member,2023-10-19,2024-05-25,False
usr_ten_011_01,ten_011,member,2023-12-22,2024-05-16,False
usr_ten_011_02,ten_011,admin,2023-12-28,2024-05-25,False
usr_ten_011_03,ten_011,member,2023-12-11,2024-06-21,True
usr_ten_011_04,ten_011,read-only,2023-12-28,2024-06-20,True
usr_ten_011_05,ten_011,member,2023-12-20,2024-05-29,False
usr_ten_011_06,ten_011,member,2024-01-08,2024-06-07,True
usr_ten_011_07,ten_011,read-only,2024-01-08,2024-06-26,True
usr_ten_011_08,ten_011,admin,2023-12-15,2024-05-26,False
usr_ten_011_09,ten_011,admin,2023-12-30,2024-06-01,True
usr_ten_011_10,ten_011,member,2023-12-16,2024-06-27,True
usr_ten_011_11,ten_011,read-only,2024-01-07,2024-05-19,False
usr_ten_011_12,ten_011,member,2024-01-09,2024-06-20,True
usr_ten_011_13,ten_011,member,2023-12-28,2024-05-20,False
usr_ten_011_14,ten_011,admin,2023-12-13,2024-06-01,True
usr_ten_012_01,ten_012,member,2023-07-09,2024-06-06,True
usr_ten_012_02,ten_012,member,2023-07-15,2024-06-26,True
usr_ten_012_03,ten_012,admin,2023-07-03,2024-06-24,True
usr_ten_012_04,ten_012,member,2023-06-30,2024-06-05,True
usr_ten_012_05,ten_012,member,2023-07-04,2024-06-24,True
usr_ten_012_06,ten_012,admin,2023-07-16,2024-06-22,True
usr_ten_013_01,ten_013,read-only,2023-05-10,2024-01-22,False
usr_ten_013_02,ten_013,member,2023-05-04,2024-01-02,False
usr_ten_013_03,ten_013,member,2023-05-24,2024-01-16,False
usr_ten_014_01,ten_014,read-only,2023-10-18,2024-05-24,False
usr_ten_014_02,ten_014,member,2023-10-09,2024-06-19,True
usr_ten_014_03,ten_014,member,2023-11-02,2024-06-06,True
usr_ten_015_01,ten_015,member,2023-03-16,2024-06-04,True
usr_ten_015_02,ten_015,member,2023-02-23,2024-05-27,False
usr_ten_015_03,ten_015,read-only,2023-02-22,2024-06-02,True
usr_ten_015_04,ten_015,admin,2023-02-24,2024-06-19,True
usr_ten_016_01,ten_016,admin,2023-12-30,2024-08-13,True
usr_ten_016_02,ten_016,admin,2023-12-04,2024-08-30,True
usr_ten_016_03,ten_016,admin,2023-12-18,2024-08-13,True
usr_ten_016_04,ten_016,member,2023-12-20,2024-08-10,True
usr_ten_016_05,ten_016,read-only,2023-12-20,2024-07-17,True
usr_ten_016_06,ten_016,member,2023-12-19,2024-07-20,True
usr_ten_016_07,ten_016,member,2023-12-19,2024-08-03,True
usr_ten_016_08,ten_016,member,2023-12-06,2024-07-27,True
usr_ten_016_09,ten_016,member,2023-12-30,2024-08-22,True
usr_ten_017_01,ten_017,member,2023-08-23,2024-04-27,False
usr_ten_017_02,ten_017,member,2023-08-21,2024-04-23,False
usr_ten_017_03,ten_017,member,2023-08-19,2024-05-10,False
usr_ten_017_04,ten_017,read-only,2023-09-18,2024-05-19,False
usr_ten_018_01,ten_018,admin,2023-10-15,2024-06-17,True
usr_ten_018_02,ten_018,member,2023-10-15,2024-05-27,False
usr_ten_018_03,ten_018,read-only,2023-10-28,2024-06-27,True
usr_ten_018_04,ten_018,read-only,2023-10-14,2024-06-15,True
usr_ten_018_05,ten_018,member,2023-10-11,2024-05-30,False
usr_ten_018_06,ten_018,member,2023-10-17,2024-05-20,False
usr_ten_018_07,ten_018,member,2023-10-17,2024-05-18,False
usr_ten_018_08,ten_018,member,2023-10-26,2024-06-08,True
usr_ten_018_09,ten_018,read-only,2023-11-08,2024-06-14,True
usr_ten_018_10,ten_018,member,2023-10-11,2024-06-26,True
usr_ten_018_11,ten_018,member,2023-11-01,2024-06-18,True
usr_ten_018_12,ten_018,member,2023-10-18,2024-06-01,True
usr_ten_018_13,ten_018,member,2023-10-28,2024-05-27,False
usr_ten_018_14,ten_018,member,2023-10-22,2024-06-08,True
usr_ten_018_15,ten_018,member,2023-11-07,2024-05-20,False
usr_ten_018_16,ten_018,member,2023-10-22,2024-05-30,False
usr_ten_018_17,ten_018,member,2023-10-21,2024-06-07,True
usr_ten_018_18,ten_018,admin,2023-10-25,2024-06-23,True
usr_ten_019_01,ten_019,member,2023-05-05,2024-05-26,False
usr_ten_020_01,ten_020,member,2023-09-11,2024-06-02,True
usr_ten_020_02,ten_020,member,2023-08-27,2024-05-26,False
usr_ten_020_03,ten_020,member,2023-09-13,2024-05-23,False
usr_ten_021_01,ten_021,member,2023-10-31,2024-06-06,True
usr_ten_021_02,ten_021,member,2023-10-21,2024-06-28,True
usr_ten_022_01,ten_022,member,2023-04-10,2024-05-26,False
usr_ten_022_02,ten_022,member,2023-04-05,2024-05-17,False
usr_ten_022_03,ten_022,member,2023-03-27,2024-06-21,True
usr_ten_022_04,ten_022,member,2023-03-27,2024-06-25,True
usr_ten_022_05,ten_022,admin,2023-04-20,2024-06-21,True
usr_ten_023_01,ten_023,admin,2023-05-10,2024-03-22,False
usr_ten_023_02,ten_023,member,2023-06-01,2024-02-17,False
usr_ten_023_03,ten_023,admin,2023-05-20,2024-03-03,False
usr_ten_024_01,ten_024,read-only,2023-11-19,2024-06-27,True
usr_ten_024_02,ten_024,member,2023-11-26,2024-05-21,False
usr_ten_024_03,ten_024,read-only,2023-11-15,2024-06-15,True
usr_ten_024_04,ten_024,read-only,2023-11-01,2024-05-30,False
usr_ten_024_05,ten_024,member,2023-11-15,2024-05-25,False
usr_ten_024_06,ten_024,member,2023-11-22,2024-05-27,False
usr_ten_024_07,ten_024,admin,2023-11-12,2024-06-01,True
usr_ten_024_08,ten_024,read-only,2023-11-17,2024-06-06,True
usr_ten_024_09,ten_024,admin,2023-11-15,2024-06-22,True
usr_ten_024_10,ten_024,admin,2023-11-08,2024-06-09,True
usr_ten_024_11,ten_024,member,2023-10-27,2024-05-28,False
usr_ten_024_12,ten_024,member,2023-11-25,2024-06-17,True
usr_ten_024_13,ten_024,member,2023-11-22,2024-05-25,False
usr_ten_024_14,ten_024,read-only,2023-11-01,2024-06-15,True
usr_ten_024_15,ten_024,read-only,2023-11-15,2024-05-18,False
usr_ten_024_16,ten_024,member,2023-11-13,2024-06-17,True
usr_ten_024_17,ten_024,member,2023-10-29,2024-06-15,True
usr_ten_024_18,ten_024,member,2023-11-24,2024-06-23,True
usr_ten_024_19,ten_024,member,2023-10-27,2024-06-28,True
usr_ten_025_01,ten_025,read-only,2023-05-30,2024-06-08,True
usr_ten_025_02,ten_025,member,2023-06-08,2024-06-18,True
usr_ten_025_03,ten_025,member,2023-06-16,2024-06-15,True
usr_ten_025_04,ten_025,member,2023-05-29,2024-06-07,True
usr_ten_025_05,ten_025,member,2023-06-09,2024-06-29,True
usr_ten_025_06,ten_025,member,2023-05-30,2024-05-24,False
usr_ten_025_07,ten_025,read-only,2023-06-10,2024-05-30,False
usr_ten_025_08,ten_025,member,2023-05-19,2024-06-03,True
usr_ten_025_09,ten_025,member,2023-06-03,2024-06-11,True
usr_ten_025_10,ten_025,member,2023-05-17,2024-06-30,True
usr_ten_026_01,ten_026,admin,2023-11-04,2024-06-18,True
usr_ten_026_02,ten_026,member,2023-10-17,2024-06-09,True
usr_ten_027_01,ten_027,member,2023-03-03,2024-06-05,True
usr_ten_027_02,ten_027,member,2023-02-09,2024-05-25,False
usr_ten_027_03,ten_027,member,2023-02-24,2024-06-01,True
usr_ten_028_01,ten_028,member,2023-11-24,2024-06-21,True
usr_ten_028_02,ten_028,member,2023-11-19,2024-06-28,True
usr_ten_028_03,ten_028,member,2023-11-17,2024-06-11,True
usr_ten_028_04,ten_028,admin,2023-11-28,2024-06-15,True
usr_ten_028_05,ten_028,member,2023-11-28,2024-06-20,True
usr_ten_028_06,ten_028,member,2023-11-20,2024-06-21,True
usr_ten_028_07,ten_028,member,2023-12-03,2024-06-10,True
usr_ten_028_08,ten_028,admin,2023-12-08,2024-06-27,True
usr_ten_029_01,ten_029,read-only,2023-03-25,2024-06-29,True
usr_ten_029_02,ten_029,member,2023-03-14,2024-05-29,False
usr_ten_029_03,ten_029,read-only,2023-04-05,2024-06-06,True
usr_ten_029_04,ten_029,member,2023-03-30,2024-06-29,True
usr_ten_029_05,ten_029,member,2023-03-12,2024-05-26,False
usr_ten_030_01,ten_030,read-only,2023-07-21,2024-05-21,False
usr_ten_030_02,ten_030,member,2023-07-11,2024-06-23,True
usr_ten_031_01,ten_031,member,2023-02-26,2024-05-30,False
usr_ten_032_01,ten_032,read-only,2023-06-08,2024-06-09,True
usr_ten_032_02,ten_032,member,2023-05-28,2024-06-24,True
usr_ten_033_01,ten_033,admin,2024-01-12,2024-06-23,True
usr_ten_033_02,ten_033,member,2024-01-14,2024-05-27,False
usr_ten_033_03,ten_033,member,2024-01-04,2024-05-16,False
usr_ten_033_04,ten_033,member,2024-01-11,2024-06-18,True
usr_ten_033_05,ten_033,member,2023-12-22,2024-06-23,True
usr_ten_033_06,ten_033,member,2024-01-12,2024-05-30,False
usr_ten_034_01,ten_034,member,2023-07-08,2024-06-08,True
usr_ten_034_02,ten_034,admin,2023-07-07,2024-05-26,False
usr_ten_034_03,ten_034,member,2023-07-15,2024-06-10,True
usr_ten_034_04,ten_034,member,2023-07-19,2024-06-10,True
usr_ten_034_05,ten_034,member,2023-07-23,2024-05-16,False
usr_ten_034_06,ten_034,member,2023-07-09,2024-05-21,False
usr_ten_034_07,ten_034,read-only,2023-07-30,2024-06-20,True
usr_ten_034_08,ten_034,read-only,2023-07-18,2024-06-07,True
usr_ten_034_09,ten_034,member,2023-07-15,2024-05-30,False
usr_ten_034_10,ten_034,read-only,2023-07-13,2024-06-14,True
usr_ten_034_11,ten_034,member,2023-07-25,2024-05-16,False
usr_ten_034_12,ten_034,admin,2023-07-20,2024-06-17,True
usr_ten_034_13,ten_034,member,2023-07-09,2024-06-17,True
usr_ten_034_14,ten_034,read-only,2023-08-06,2024-05-23,False
usr_ten_035_01,ten_035,read-only,2023-07-30,2024-06-19,True
usr_ten_035_02,ten_035,member,2023-07-20,2024-06-01,True
usr_ten_035_03,ten_035,member,2023-08-01,2024-06-09,True
usr_ten_035_04,ten_035,member,2023-07-26,2024-05-31,True
usr_ten_035_05,ten_035,member,2023-08-01,2024-06-14,True
usr_ten_035_06,ten_035,read-only,2023-07-30,2024-06-22,True
usr_ten_035_07,ten_035,member,2023-07-17,2024-05-23,False
usr_ten_035_08,ten_035,member,2023-07-14,2024-06-25,True
usr_ten_035_09,ten_035,member,2023-07-09,2024-06-28,True
usr_ten_035_10,ten_035,member,2023-07-27,2024-06-05,True
usr_ten_035_11,ten_035,member,2023-07-13,2024-06-18,True
usr_ten_035_12,ten_035,member,2023-07-24,2024-06-01,True
usr_ten_036_01,ten_036,member,2023-04-07,2024-06-28,True
usr_ten_036_02,ten_036,member,2023-04-05,2024-05-20,False
usr_ten_036_03,ten_036,member,2023-03-31,2024-06-15,True
usr_ten_036_04,ten_036,member,2023-04-01,2024-06-21,True
usr_ten_037_01,ten_037,member,2023-08-21,2024-05-28,False
usr_ten_037_02,ten_037,member,2023-08-06,2024-05-31,True
usr_ten_037_03,ten_037,member,2023-08-27,2024-06-01,True
usr_ten_038_01,ten_038,read-only,2023-09-25,2024-05-31,True
usr_ten_038_02,ten_038,member,2023-09-10,2024-05-25,False
usr_ten_038_03,ten_038,member,2023-09-02,2024-05-21,False
usr_ten_039_01,ten_039,admin,2023-08-09,2024-06-24,True
usr_ten_039_02,ten_039,read-only,2023-08-21,2024-06-19,True
usr_ten_039_03,ten_039,member,2023-08-21,2024-06-15,True
usr_ten_039_04,ten_039,read-only,2023-08-04,2024-06-16,True
usr_ten_039_05,ten_039,read-only,2023-08-22,2024-06-21,True
usr_ten_039_06,ten_039,read-only,2023-08-09,2024-05-27,False
usr_ten_039_07,ten_039,member,2023-08-23,2024-06-17,True
usr_ten_039_08,ten_039,admin,2023-08-01,2024-06-21,True
usr_ten_039_09,ten_039,member,2023-08-10,2024-06-12,True
usr_ten_039_10,ten_039,member,2023-08-11,2024-05-18,False
usr_ten_039_11,ten_039,member,2023-08-06,2024-06-28,True
usr_ten_039_12,ten_039,member,2023-08-08,2024-05-23,False
usr_ten_039_13,ten_039,member,2023-08-08,2024-06-05,True
usr_ten_039_14,ten_039,member,2023-07-25,2024-06-28,True
usr_ten_039_15,ten_039,member,2023-08-12,2024-05-22,False
usr_ten_039_16,ten_039,admin,2023-08-13,2024-06-01,True
usr_ten_039_17,ten_039,member,2023-08-02,2024-05-31,True
usr_ten_039_18,ten_039,member,2023-08-24,2024-06-24,True
usr_ten_040_01,ten_040,member,2023-12-30,2024-06-12,True
usr_ten_040_02,ten_040,member,2024-01-06,2024-06-08,True
usr_ten_040_03,ten_040,member,2023-12-27,2024-06-02,True
usr_ten_040_04,ten_040,read-only,2024-01-02,2024-05-24,False
usr_ten_040_05,ten_040,read-only,2024-01-05,2024-05-30,False
usr_ten_040_06,ten_040,read-only,2024-01-07,2024-06-02,True
usr_ten_040_07,ten_040,read-only,2024-01-01,2024-06-12,True
usr_ten_040_08,ten_040,read-only,2023-12-21,2024-05-25,False
usr_ten_040_09,ten_040,member,2024-01-07,2024-05-25,False
usr_ten_040_10,ten_040,member,2023-12-15,2024-05-27,False
usr_ten_041_01,ten_041,member,2023-11-23,2024-07-21,True
usr_ten_041_02,ten_041,member,2023-11-12,2024-07-13,True
usr_ten_041_03,ten_041,member,2023-11-10,2024-06-16,True
usr_ten_042_01,ten_042,admin,2023-03-03,2024-06-10,True
usr_ten_042_02,ten_042,member,2023-03-07,2024-05-19,False
usr_ten_042_03,ten_042,read-only,2023-03-10,2024-06-15,True
usr_ten_043_01,ten_043,member,2023-10-18,2024-06-06,True
usr_ten_043_02,ten_043,member,2023-10-15,2024-06-20,True
usr_ten_044_01,ten_044,admin,2023-11-25,2024-06-07,True
usr_ten_044_02,ten_044,read-only,2023-11-20,2024-06-07,True
usr_ten_044_03,ten_044,admin,2023-12-17,2024-06-23,True
usr_ten_044_04,ten_044,member,2023-12-05,2024-06-26,True
usr_ten_044_05,ten_044,member,2023-11-22,2024-06-03,True
usr_ten_044_06,ten_044,member,2023-12-08,2024-06-17,True
usr_ten_044_07,ten_044,read-only,2023-12-10,2024-06-13,True
usr_ten_044_08,ten_044,member,2023-11-29,2024-06-24,True
usr_ten_044_09,ten_044,read-only,2023-12-07,2024-05-25,False
usr_ten_044_10,ten_044,member,2023-12-07,2024-06-06,True
usr_ten_045_01,ten_045,read-only,2023-07-06,2024-04-04,False
usr_ten_045_02,ten_045,admin,2023-06-20,2024-03-15,False
usr_ten_045_03,ten_045,member,2023-06-25,2024-03-30,False
usr_ten_046_01,ten_046,member,2023-12-05,2024-06-02,True
usr_ten_046_02,ten_046,read-only,2023-11-25,2024-06-02,True
usr_ten_046_03,ten_046,member,2023-12-07,2024-06-08,True
usr_ten_046_04,ten_046,member,2023-11-29,2024-06-13,True
usr_ten_047_01,ten_047,admin,2023-11-21,2024-05-17,False
usr_ten_047_02,ten_047,member,2023-11-01,2024-06-27,True
usr_ten_047_03,ten_047,member,2023-11-17,2024-06-29,True
usr_ten_048_01,ten_048,admin,2023-04-03,2024-02-20,False
usr_ten_049_01,ten_049,member,2023-05-12,2024-06-15,True
usr_ten_050_01,ten_050,member,2023-09-16,2024-05-15,False
usr_ten_050_02,ten_050,member,2023-08-25,2024-04-26,False
usr_ten_050_03,ten_050,member,2023-08-27,2024-04-25,False
usr_ten_050_04,ten_050,member,2023-09-20,2024-05-14,False
usr_ten_051_01,ten_051,member,2023-12-26,2024-06-03,True
usr_ten_051_02,ten_051,member,2023-12-07,2024-05-24,False
usr_ten_051_03,ten_051,admin,2023-12-08,2024-05-17,False
usr_ten_051_04,ten_051,read-only,2023-12-14,2024-06-05,True
usr_ten_051_05,ten_051,read-only,2023-12-17,2024-06-19,True
usr_ten_051_06,ten_051,admin,2023-12-20,2024-06-13,True
usr_ten_051_07,ten_051,member,2024-01-02,2024-06-29,True
usr_ten_052_01,ten_052,member,2023-10-13,2024-06-14,True
usr_ten_052_02,ten_052,member,2023-10-14,2024-06-21,True
usr_ten_052_03,ten_052,member,2023-10-14,2024-06-25,True
usr_ten_052_04,ten_052,member,2023-10-23,2024-06-07,True
usr_ten_052_05,ten_052,member,2023-10-01,2024-05-21,False
usr_ten_052_06,ten_052,member,2023-10-05,2024-06-11,True
usr_ten_052_07,ten_052,admin,2023-10-03,2024-05-16,False
usr_ten_052_08,ten_052,member,2023-10-20,2024-05-24,False
usr_ten_052_09,ten_052,admin,2023-10-09,2024-06-19,True
usr_ten_052_10,ten_052,read-only,2023-10-23,2024-06-16,True
usr_ten_052_11,ten_052,admin,2023-10-09,2024-06-04,True
usr_ten_052_12,ten_052,member,2023-10-07,2024-06-03,True
usr_ten_052_13,ten_052,member,2023-10-19,2024-05-16,False
usr_ten_052_14,ten_052,read-only,2023-09-30,2024-06-11,True
usr_ten_052_15,ten_052,member,2023-10-07,2024-06-10,True
usr_ten_052_16,ten_052,member,2023-10-16,2024-06-26,True
usr_ten_052_17,ten_052,member,2023-10-06,2024-05-30,False
usr_ten_053_01,ten_053,member,2023-12-29,2024-07-26,True
usr_ten_053_02,ten_053,member,2024-01-03,2024-09-07,True
usr_ten_053_03,ten_053,member,2023-12-31,2024-08-23,True
usr_ten_053_04,ten_053,member,2023-12-29,2024-08-27,True
usr_ten_053_05,ten_053,admin,2023-12-17,2024-08-06,True
usr_ten_054_01,ten_054,member,2023-03-29,2024-05-24,False
usr_ten_054_02,ten_054,member,2023-04-13,2024-06-14,True
usr_ten_055_01,ten_055,member,2023-10-17,2024-06-24,True
usr_ten_055_02,ten_055,admin,2023-10-05,2024-05-17,False
usr_ten_056_01,ten_056,read-only,2023-06-22,2024-05-27,False
usr_ten_056_02,ten_056,admin,2023-07-01,2024-06-02,True
usr_ten_056_03,ten_056,member,2023-07-06,2024-05-16,False
usr_ten_057_01,ten_057,member,2023-04-21,2024-06-16,True
usr_ten_057_02,ten_057,member,2023-05-04,2024-06-04,True
usr_ten_057_03,ten_057,member,2023-05-06,2024-06-08,True
usr_ten_057_04,ten_057,member,2023-05-16,2024-05-18,False
usr_ten_058_01,ten_058,admin,2023-08-29,2024-05-30,False
usr_ten_058_02,ten_058,member,2023-08-13,2024-05-19,False
usr_ten_058_03,ten_058,admin,2023-08-22,2024-04-30,False
usr_ten_058_04,ten_058,member,2023-09-02,2024-05-23,False
usr_ten_058_05,ten_058,admin,2023-08-17,2024-05-23,False
usr_ten_058_06,ten_058,member,2023-08-29,2024-05-15,False
usr_ten_058_07,ten_058,member,2023-08-29,2024-04-28,False
usr_ten_058_08,ten_058,member,2023-08-06,2024-04-12,False
usr_ten_058_09,ten_058,member,2023-08-29,2024-04-06,False
usr_ten_058_10,ten_058,member,2023-08-11,2024-04-30,False
usr_ten_059_01,ten_059,admin,2023-07-02,2024-06-05,True
usr_ten_059_02,ten_059,member,2023-06-26,2024-05-18,False
usr_ten_059_03,ten_059,admin,2023-06-20,2024-06-18,True
usr_ten_059_04,ten_059,member,2023-06-18,2024-06-25,True
usr_ten_059_05,ten_059,read-only,2023-06-14,2024-05-19,False
usr_ten_059_06,ten_059,member,2023-06-09,2024-05-23,False
usr_ten_060_01,ten_060,admin,2023-09-17,2024-05-16,False
usr_ten_060_02,ten_060,admin,2023-09-15,2024-06-22,True
usr_ten_060_03,ten_060,admin,2023-10-02,2024-05-31,True
usr_ten_060_04,ten_060,member,2023-09-08,2024-06-22,True
usr_ten_060_05,ten_060,member,2023-09-22,2024-06-29,True
usr_ten_060_06,ten_060,member,2023-09-18,2024-05-21,False
usr_ten_060_07,ten_060,member,2023-09-22,2024-05-21,False
usr_ten_061_01,ten_061,admin,2023-04-06,2024-06-25,True
usr_ten_061_02,ten_061,admin,2023-03-19,2024-06-26,True
usr_ten_061_03,ten_061,admin,2023-03-25,2024-05-22,False
usr_ten_061_04,ten_061,read-only,2023-03-15,2024-06-05,True
usr_ten_061_05,ten_061,member,2023-04-02,2024-06-26,True
usr_ten_061_06,ten_061,member,2023-04-02,2024-06-13,True
usr_ten_061_07,ten_061,member,2023-03-08,2024-06-29,True
usr_ten_061_08,ten_061,member,2023-03-31,2024-05-24,False
usr_ten_061_09,ten_061,member,2023-03-09,2024-06-16,True
usr_ten_061_10,ten_061,member,2023-03-25,2024-06-03,True
usr_ten_061_11,ten_061,member,2023-03-23,2024-05-28,False
usr_ten_061_12,ten_061,member,2023-03-25,2024-06-07,True
usr_ten_061_13,ten_061,read-only,2023-03-22,2024-06-02,True
usr_ten_062_01,ten_062,member,2023-08-31,2024-05-20,False
usr_ten_062_02,ten_062,read-only,2023-09-09,2024-06-03,True
usr_ten_062_03,ten_062,member,2023-09-12,2024-06-08,True
usr_ten_062_04,ten_062,member,2023-09-19,2024-06-25,True
usr_ten_062_05,ten_062,read-only,2023-09-18,2024-05-27,False
usr_ten_062_06,ten_062,member,2023-09-14,2024-06-08,True
usr_ten_062_07,ten_062,member,2023-09-02,2024-06-05,True
usr_ten_062_08,ten_062,read-only,2023-09-16,2024-06-19,True
usr_ten_062_09,ten_062,member,2023-09-01,2024-06-18,True
usr_ten_062_10,ten_062,admin,2023-09-19,2024-06-20,True
usr_ten_063_01,ten_063,member,2023-07-25,2024-06-11,True
usr_ten_063_02,ten_063,member,2023-07-18,2024-05-22,False
usr_ten_064_01,ten_064,admin,2023-01-29,2024-01-04,False
usr_ten_064_02,ten_064,admin,2023-01-29,2024-01-05,False
usr_ten_064_03,ten_064,admin,2023-02-03,2024-01-03,False
usr_ten_064_04,ten_064,member,2023-02-17,2024-01-08,False
usr_ten_065_01,ten_065,member,2023-05-03,2024-06-29,True
usr_ten_065_02,ten_065,member,2023-04-15,2024-06-08,True
usr_ten_065_03,ten_065,admin,2023-05-06,2024-05-20,False
usr_ten_066_01,ten_066,read-only,2023-05-13,2024-06-16,True
usr_ten_066_02,ten_066,member,2023-05-19,2024-05-21,False
usr_ten_066_03,ten_066,member,2023-05-13,2024-05-19,False
usr_ten_066_04,ten_066,read-only,2023-05-16,2024-06-11,True
usr_ten_066_05,ten_066,admin,2023-05-18,2024-06-30,True
usr_ten_066_06,ten_066,member,2023-05-12,2024-06-02,True
usr_ten_066_07,ten_066,read-only,2023-05-16,2024-05-20,False
usr_ten_067_01,ten_067,read-only,2023-03-31,2024-05-29,False
usr_ten_067_02,ten_067,member,2023-03-04,2024-05-22,False
usr_ten_067_03,ten_067,admin,2023-03-18,2024-06-09,True
usr_ten_067_04,ten_067,member,2023-03-17,2024-06-27,True
usr_ten_067_05,ten_067,member,2023-03-21,2024-05-27,False
usr_ten_067_06,ten_067,member,2023-03-18,2024-06-11,True
usr_ten_067_07,ten_067,member,2023-03-25,2024-06-25,True
usr_ten_067_08,ten_067,member,2023-03-22,2024-06-14,True
usr_ten_067_09,ten_067,admin,2023-03-14,2024-05-22,False
usr_ten_068_01,ten_068,member,2023-11-09,2024-06-10,True
usr_ten_068_02,ten_068,member,2023-11-13,2024-05-26,False
usr_ten_068_03,ten_068,read-only,2023-11-11,2024-06-13,True
usr_ten_068_04,ten_068,member,2023-11-20,2024-06-05,True
usr_ten_069_01,ten_069,member,2023-12-16,2024-06-08,True
usr_ten_069_02,ten_069,read-only,2023-12-09,2024-06-12,True
usr_ten_069_03,ten_069,member,2023-11-29,2024-06-23,True
usr_ten_069_04,ten_069,member,2023-12-06,2024-05-29,False
usr_ten_069_05,ten_069,member,2023-12-06,2024-06-01,True
usr_ten_069_06,ten_069,read-only,2023-12-03,2024-06-13,True
